Set, name,GC02,GC03,GC04,GC05,GC06,GC07,GC08,GC09,GC10,GC11,GC12,DC02,DC03,DC04,DC05,DC06,DC07,DC08,DC09,DC10,DC11,DC12,	Specialty,S1,S2,S3,S4,S5,S6,	SubA, SubB, TagA, TagB,	PriorityS,	PriorityT,OC02,OC03,OC04,OC05,OC06,OC07,OC08,OC09,OC10,OC11,OC12,RO02,RO03,RO04,RO05,RO06,RO07,RO08,RO09,RO10,RO11,RO12,	SetA, TT, Card Rating,oc_prob,total_points,dq_prob,pa_prob,sub_prob,xx_prob,submission,tag_team_save,SubX,SubY,TagX,TagY,DisplayName,Division
SuperSet '86,Jake Roberts,OC,OC,DC,DC,DC,OC,OC,OC,OC/TT,OC,OC,B,B,A,B,A,A,A,C,A,Reverse,B,Ddt,11,11 P/A,10,9 P/A,10,10,"[""2""","""4""]","[""2""","""5""]",4,1,Ropes,Drag Out Of Ring (DQ),Reptilian Chokehold 9,Ddt (S),Slam Into Turnbuckle 6,Front Facelock 7,Twisted Leglock 7,Headlock 8,Forearm Smash 8 (xx),Snake Suplex 10 P/A,Boa Hug 10,N/A,Shoulder Smash 6,N/A,N/A,Bodyblock 5,Kick Thru Ropes (DQ),Bodyblock 7,N/A,N/A,Boa Hug 7*,Boa Hug 7*,SuperSet '86,8.3%,9.8,66.7%,5.725,4.0%,6.2%,0.2%,5.6%,16.7%,27.8%,2,4,2,5,JakeRob,Midcard
SuperSet '87,B. Brian Blair,OC,OC,DC,DC,OC,OC/TT,OC,OC,DC,DC,DC,A,B,B,B,A,A,Reverse,C,A,B,A,The Buzzer,11,9,11 P/A,9,12,8 P/A,"[""2""","""4""]","[""9""","""12""]",3,4,Arm Buster 7,Small Package 10 P/A,Honey Plex 9,Rolling Headscissors 8,Leglock 6,Sling Shot 7,Elbow Smash 8,Atomic Drop 7,Fireman's Carry 6 (xx),The Buzzer (S),Ropes,Small Package 8 P/A,N/A,Throw Out Of Ring (DQ),N/A,Dropkicks 7,Bodyblock 6,Elbow Smash 9,Flying Body Press 8,N/A,The Buzzer (S),N/A,SuperSet '87,16.7%,8.5,63.9%,5.501,0.1%,4.8%,0.0%,5.3%,16.7%,27.8%,2,4,9,12,BrianBla,Midcard
SuperSet '87,Dino Bravo,DC,DC,DC,DC,OC/TT,OC,OC,OC,DC,OC,OC,B,A,A,Reverse,B,A,A,C,B,A,B,Canadian Suplex,12,13,12 P/A,11,10,8 P/A,"[""2""","""6""]","[""9""","""12""]",3,4,Double Legdrop 8,Atomic Drop 11 P/A,Boot Smash To Face 8,Finger To Eyes 5 (xx),Maple Leaf Slam 8,Side Swiper 7,Bodyslam 8,Slug To Face 7,Hairpull Take-down 5,Canadian Suplex (S),Ropes,Throw Out Of Ring (DQ),N/A,N/A,Back Body Drop 5,Boot To Face 9,Shoulder Block 6,N/A,Elbow To Neck 8,N/A,N/A,Atomic Drop 11 P/A,SuperSet '87,13.9%,8.1,63.9%,5.416,0.0%,4.8%,0.0%,7.1%,41.7%,27.8%,2,6,9,12,DinoBra,Midcard
SuperSet '87,Jumpin' Jim Brunzell,OC,OC,OC,DC,OC,OC/TT,DC,DC,OC,OC,OC,B,B,B,B,Reverse,A,C,A,A,A,A,The Buzzer,10 P/A,10,10,10,12,8 P/A,"[""10""","""12""]","[""2""","""5""]",3,4,Ropes,The Buzzer (S),Scissors Lock 8 (xx),Arm Drag Take-down 6,Full Nelson 7,Arm Lock 6,Sting And Flip 7,Fireman's Carry 8,Flying Head Scissor 9,Killer Drop Kick 10 P/A,Headlock 5,N/A,Reverse Cradle 8 P/A,Slingshot 6,N/A,Dropkicks 9,Dropkicks 10,Dropkicks 9,N/A,Backdrop 7,The Buzzer (S),N/A,SuperSet '87,16.7%,8.4,63.9%,5.446,0.0%,4.9%,0.0%,5.3%,16.7%,27.8%,10,12,2,5,JimBrunz,Midcard
SuperSet '87,Big Bubba Rogers,OC,DC,DC,DC,OC,OC,OC,OC/TT,OC,DC,DC,A,B,C,A,B,A,B,B,A,A,Reverse,Hit Man Backbreaker,11 P/A,12,10,8*,11,12,"[""2""","""3""]","[""2""","""5""]",5,2,Ropes,Arm Bar 5*,Bounce Off Big Belly 8,Bodyslam 6 (xx),Elbow Smash 7,Push To Floor 8,Stomp With Leather Shoe 9,Choke With Suspenders 7,Hit Man Backbreaker (S),Hammer Off Ropes 10 P/A,Throw Over Ropes (DQ),Hit Man Backbreaker (S),N/A,Elbow Smash 6,N/A,Belly Bump 7,N/A,Foot To Face 8,N/A,Shoulder Block 9,N/A,Hit Man Backbreaker (S),SuperSet '87,11.1%,10.7,66.7%,5.546,1.9%,4.6%,4.6%,7.4%,8.3%,27.8%,2,3,2,5,BubbaRog,Regional Champion
SuperSet '87,Danny Davis,OC,DC,DC,OC,DC,OC,OC,OC/TT,OC,DC,DC,Reverse,A,A,C,B,B,A,B,B,A,A,Referee Slam,13 P/A,9 P/A,8,11,9,10,"[""8""","""12""]","[""7""","""12""]",2,2,Use Foreign Object 10 P/A,Referee Slam (S),Hair Pull 5,Kick Out Of Ring (DQ),Slow Count Suplex 7,Hip Toss 6 (xx),Illegal Chokehold 7,Bite To Face 8,Smash With Ring Bell 8,Spit In Eye 5,Ropes,N/A,Kick In Groin 7,N/A,Elbow To Face 8,N/A,Kick To Chest 6,N/A,Shoulder Slam 7,N/A,Referee Slam (S),Use Foreign Object 9 P/A,SuperSet '87,11.1%,6.5,63.9%,4.739,7.1%,3.0%,0.0%,10.6%,41.7%,58.3%,8,12,7,12,DanDav,Preliminary
SuperSet '87,Dingo Warrior,OC,DC,DC,OC,OC,OC,DC,OC/TT,OC,DC,DC,B,A,B,Reverse,A,A,B,C,B,A,B,Surfboard,10,9*,11,12 P/A,10,11,"[""2""","""4""]","[""10""","""12""]",4,2,Dropkick Off Top Rope 11,Surfboard (S),Reverse Bearhug 9*,Forest Hills Headlock 6,Warrior Smash 7 (xx),Continuous Forearms 8,Power Bodyslam 9,Standing Kneedrop 7,Blind With War Flags 10 P/A,Throw Out Of Ring (DQ),Ropes,Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),N/A,N/A,Shoulder Block 6,Shoulder Block 7,N/A,Warrior Smash 8,Warrior Smash 9 P/A,N/A,Dropkicks 4,SuperSet '87,11.1%,9.8,63.9%,5.688,3.7%,6.1%,5.9%,8.9%,16.7%,16.7%,2,4,10,12,DingoW,Young Star
SuperSet '87,Ron Garvin,DC,DC,DC,OC,OC,OC,OC,DC,OC/TT,DC,OC,A,Reverse,B,A,B,B,A,C,A,B,B,Hands Of Stone,9 P/A,10,9,11,9 P/A,12,"[""2""","""5""]","[""11""","""12""]",3,2,Ropes,Throw Thru Ropes (DQ),Side Headlock 9 (xx),Hands Of Stone (S),Forearm To Chest 7,Hip Toss 6,Kick To Groin 8,Backdrop 5,Boston Crab 6*,Punch To Forehead 7,Eagle Split 8,Hands Of Stone (S),N/A,Kick To Groin 7,N/A,Hands Of Stone (S),N/A,Shoulder Block 6,Hands Of Stone (S),N/A,Hip Toss 5,N/A,SuperSet '87,8.3%,8.0,66.7%,5.151,3.7%,2.6%,5.6%,5.6%,27.8%,8.3%,2,5,11,12,RonGar,Regional Champion
SuperSet '87,Curt Hennig,DC,DC,DC,OC,OC,OC,OC,OC/TT,DC,DC,DC,B,A,B,A,A,C,A,Reverse,A,B,B,Flying Dropkick,9 P/A,10,12 P/A,8,10 P/A,9,"[""2""","""3""]","[""2""","""5""]",5,2,Ropes,Sunset Flip 11,Snapmare 8,Abdominal Stretch 9*,Side Headlock 6,Arm Drag Take Down 7,Hip Roll 7,Flying Dropkick (S),Whip Into Turnbuckle 9,Monkey Flip 8 (xx),Flying Body Press 10 P/A,N/A,N/A,Shoulder Block 6,Flying Body Press 10 P/A,Dropkicks 8,Dropkicks 7,Flying Dropkick (S),N/A,Reverse Cradle 5 P/A,Monkey Flip 6,N/A,SuperSet '87,11.1%,11.2,66.7%,6.079,0.0%,6.0%,7.4%,3.7%,8.3%,27.8%,2,3,2,5,CurtHen,Regional Champion
SuperSet '87,Honky Tonk Man,DC,DC,DC,OC,OC,OC,OC,OC/TT,DC,DC,DC,A,B,Reverse,B,A,B,A,C,B,A,B,Rattle 'n' Roll,9 P/A,9,13,12,10,11 P/A,"[""2""","""4""]","[""2""","""6""]",5,2,Ropes,Elvis Suplex 10,Rattle 'n' Roll (S),Knee To Gut 6,Overhead Smash 8 (xx),Side Headlock 7,Punch To Face 8,Graceland Slam 9,Stomp Out Of Ring (DQ),Smash With Guitar 10 P/A,Pelvic Twist 7*,Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),N/A,N/A,Shoulder Block 8,Elbow Smash 7,Bodydrop 6,Rattle 'n' Roll (S),N/A,N/A,Rattle 'n' Roll (S),SuperSet '87,11.1%,10.8,66.7%,5.737,5.7%,5.6%,1.9%,9.3%,16.7%,41.7%,2,4,2,6,HTM,Regional Champion
SuperSet '87,S.D. Jones,OC,OC,OC/TT,OC,OC,DC,OC,DC,DC,OC,OC,A,B,Reverse,B,A,B,A,B,C,A,A,West Indies Sleeper,12 P/A,10,11,13,9,11*,"[""2""","""7""]","[""2""","""3""]",2,2,Ropes,West Indies Sleeper (S),Forearm Smash 6,Bearhug 8,Reggae Roll 7,Clothesline 6,Full Nelson 5,Overhead Toss 7,Jamaican Jam 9,Slam Into Ringpost 8 (xx),Surfboard 5*,N/A,Clothesline 6 P/A,Bodyblock 9,Back Bodydrop 7,N/A,Bodyblock 8,N/A,N/A,Shoulder Slam 6,West Indies Sleeper (S),N/A,SuperSet '87,8.3%,6.4,63.9%,4.940,0.0%,0.7%,2.4%,3.5%,58.3%,8.3%,2,7,2,3,SpecDelJ,Preliminary
SuperSet '87,Dutch Mantell,OC,OC,OC,DC,OC/TT,OC,OC,DC,DC,DC,OC,A,Reverse,C,A,B,B,B,A,B,A,A,Dirty Dutch Oven,8,10,11,9,11 P/A,11 P/A,"[""8""","""12""]","[""2""","""6""]",3,3,Ropes,Snapmare 5,Kansas City Suplex 9 P/A,Arm Bar And Twist 6,Continuous Forearms 7,Fist To Head 8,Face Clencher 8,Kick To Ribs 7 (xx),Dirty Dutch Oven (S),Kick To Chest 9,Netherlands Crunch 10,N/A,Shoulder Smash 8,N/A,Kick To Chest 6,N/A,Bodydrop 5,N/A,Elbow To Face 7,Elbow Smash 9,N/A,Throw Out Of Ring (DQ),SuperSet '87,13.9%,8.1,63.9%,5.314,0.0%,7.1%,0.0%,7.1%,41.7%,41.7%,8,12,2,6,DutchMan,Midcard
SuperSet '87,Bobby Jaggers,DC,DC,OC,OC,DC,OC,OC/TT,OC,DC,DC,OC,A,A,C,B,A,B,B,A,B,Reverse,A,Jayhawk Slingshot,10 P/A,9 P/A,11,11,11,8,"[""8""","""12""]","[""2""","""6""]",3,3,Smash With Chair 10 P/A,Throw Out Of Ring (DQ),Jayhawk Slingshot (S),Snapmare 6 (xx),Kidney Punch 8,Elbow To Face 9,Right Hand Smash 7,Chinlock 8,Kick To Gut 5,Tornado Smash 9,Ropes,Throw Out Of Ring (DQ),N/A,Elbow Smash 9,Elbow To Face 7,N/A,Bodydrop 5,N/A,Kick To Chest 6,N/A,Shoulder Smash 8,N/A,SuperSet '87,13.9%,8.0,63.9%,5.298,3.6%,3.5%,0.0%,7.1%,41.7%,41.7%,8,12,2,6,BobJag,Midcard
SuperSet '87,Bobby Eaton,DC,OC,OC,OC,OC/TT,OC,OC,DC,DC,DC,DC,A,A,C,Reverse,A,A,B,B,B,B,A,Midnight Bodyslam,10 P/A,11,10,9,12,10 P/A,"[""9""","""12""]","[""8""","""12""]",4,4,Ropes,Flying Kneedrop 8,Chiropractor Crunch 9 P/A,Hit With Tennis Racket 9,Leg Takedown 5 (xx),Arm Lock 6,Rub Face In Ringmat 7,Elbow Smash 8,Midnight Bodyslam (S),Slingshot 7,Throw Out Of Ring (DQ),Midnight Bodyslam (S),N/A,Slingshot 9 P/A,N/A,Shoulder Smash 7,N/A,Elbow To Throat 8,Backdrop 6,N/A,Midnight Bodyslam (S),N/A,SuperSet '87,13.9%,9.5,69.4%,5.569,1.9%,7.9%,0.0%,9.6%,27.8%,41.7%,9,12,8,12,BobEat,Midcard
SuperSet '87,Stan Lane,DC,DC,DC,DC,OC,OC,OC/TT,OC,OC,OC,DC,A,A,B,B,B,B,A,C,Reverse,A,A,Midnight Bodyslam,12,13 P/A,11,10,11 P/A,10,"[""9""","""12""]","[""8""","""12""]",4,4,Ropes,Elbow Smash 9,Midnight Bodyslam (S),Snapmare 5,Standing Arm Bar 6 (xx),Side Headlock 7,Smash Into Turnbuckle 8,Turnaround Sidekick 7,Eye Gouge 9,Suplex Express 9 P/A,Throw Out Of Ring (DQ),N/A,Midnight Bodyslam (S),N/A,Backdrop 6,Elbow To Throat 8,N/A,Shoulder Smash 7,N/A,Slingshot 9 P/A,N/A,Midnight Bodyslam (S),SuperSet '87,13.9%,9.5,69.4%,5.583,1.9%,6.0%,0.0%,9.6%,27.8%,41.7%,9,12,8,12,StanLan,Midcard
SuperSet '87,Sean Royal,OC,OC,DC,DC,OC,OC/TT,OC,OC,DC,OC,DC,A,Reverse,B,B,A,B,B,A,C,A,A,Funky Suplex,10,11,12 P/A,10 P/A,12,11,"[""2""","""5""]","[""8""","""12""]",4,3,Ropes,Side Bearhig 8*,Bodyslam 7,Vertical Backbreaker 9,Radical Elbow 8,Chop To Chest 6,Sidewinder Legkick 7,Eye Gouge 6 (xx),Funky Suplex (S),Throw Thru Ropes (DQ),Flying Lariat 9 P/A,Toss Thru Ropes (DQ),N/A,Slingshot 10,N/A,N/A,Shoulder Block 7,Elbow Smash 8,Flying Lariat 9 P/A,N/A,Shoulder Block 6,N/A,SuperSet '87,16.7%,9.4,69.4%,5.513,3.9%,4.1%,3.9%,7.7%,27.8%,41.7%,2,5,8,12,SeanRoy,Midcard
SuperSet '87,Super Ninja,OC,OC,OC/TT,DC,OC,OC,DC,OC,DC,OC,DC,A,B,A,Reverse,B,A,A,B,C,A,B,Ninja Shadow Attack,9,10*,8,12,14 P/A,13,"[""2""","""6""]","[""9""","""12""]",3,2,Ropes,Far Eastern Crab 9,Reverse Bodyslam 8,Elbow Smash 5,Flying Sidekick 7 (xx),Knifehand 6,Kick To Groin 9,Crescent Kick 8,Ninja Shadow Attack (S),Choke 6,Throw Out Of Ring (DQ),Powerslam 9 P/A,Shoulder Block 7,N/A,N/A,Knifehand 7,N/A,Flying Front Kick 8,N/A,Back Body Drop 9,Ninja Shadow Attack (S),N/A,SuperSet '87,8.3%,8.0,63.9%,5.336,1.8%,1.0%,0.9%,8.9%,41.7%,27.8%,2,6,9,12,SuperNinj,Midcard
SuperSet '87,One Man Gang,DC,OC,DC,OC,OC,OC,OC,DC,DC,OC/TT,DC,Reverse,A,B,A,B,A,B,B,A,C,A,Blaster,10 P/A,11,12 P/A,11,12,11 P/A,"[""10""","""12""]","[""9""","""12""]",5,1,Ropes,Growl At Foe 4,Blaster (S),Crippling Suplex 10,Face Grinder 8,Lift By Throat 9,Boot To Head 7,Ram Into Turnbuckle 6 (xx),Tattoo Haed Smash 8,Gangbuster 10 P/A,Kick Out Of Ring (DQ),N/A,Bearhug 10*,N/A,N/A,Belly Bump 8,Shoulder Block 9,Body Block 10,N/A,N/A,Blaster (S),Body Block 10,SuperSet '87,5.6%,10.8,66.7%,5.771,1.9%,6.5%,0.1%,7.4%,16.7%,27.8%,10,12,9,12,OMG,Super Heavyweight
SuperSet '87,Ken Patera,OC,DC,OC,DC,DC,OC,OC,OC,OC/TT,OC,DC,A,Reverse,A,B,A,B,A,B,B,C,A,Wrenching Backbreaker,11,10,11 P/A,12*,9,10,"[""2""","""4""]","[""10""","""12""]",4,2,Prison Piledriver 9 P/A,Full Nelson 5,Wrenching Backbreaker (S),Olympic Military Press 9,Turnbuckle Slam 8,Arm Drag Takedown 7,Smash To Face 7 (xx),Reverse Backbreaker 8,Elbow To Neck 6,Heaving Bodyslam 6,Ropes,Reverse Backbreaker 9*,Smash To Face 8,N/A,N/A,Shoulder Block 6,N/A,Body Block 8,N/A,Scoop Slam 7,N/A,Throw Thru Ropes (DQ),SuperSet '87,8.3%,9.4,66.7%,5.423,0.1%,2.8%,1.0%,9.3%,16.7%,16.7%,2,4,10,12,KenPa,Midcard
SuperSet '87,Boris Zhukov,OC,DC,DC,OC/TT,OC,OC,OC,DC,DC,OC,OC,A,A,C,B,A,B,B,A,B,A,Reverse,Russian Sickle,12,13,11 P/A,10,14*,9,"[""2""","""6""]","[""2""","""6""]",4,2,Ropes,Russian Sickle (S),Throw Thru Ropes (DQ),Siberian Backbreaker 8*,Uncoordinated Forearm 5,Elbow To Neck 7 (xx),Kick To Groin 9,Stomp On Chest 9,Lenningrad Leglock 8,Hair Pull 4,Choke With Soviet Flag 10,Throw Thru Ropes (DQ),N/A,Elbow To Throat 9,N/A,N/A,Kick To Chest 8,Shoulder Block 6,N/A,N/A,Back Bodydrop 7,Throw Thru Ropes (DQ),SuperSet '87,11.1%,9.1,66.7%,5.297,5.7%,0.6%,8.0%,11.1%,41.7%,41.7%,2,6,2,6,BorisZ,Young Star
SuperSet '87,Steve Simpson,OC,DC,DC,OC,OC,OC,OC/TT,DC,DC,OC,OC,B,A,B,A,C,Reverse,A,B,A,A,B,South African Suplex,12 P/A,14,10,9 P/A,13,11,"[""10""","""12""]","[""2""","""5""]",5,3,Ropes,Diamond Piledriver 10 P/A,Johannesburg Sleeper 7*,Reverse Cradle 9,Flying Mare 8,Monkey Flip 6,Leaping Headscissors 7,Apartheid Smash 9,Flying Dropkick 7 (xx),South African Suplex (S),Bota Blast 10 P/A,Reverse Cradle 8 P/A,N/A,N/A,Johannesburg Sleeper 8*,Flying Elbow 9,Flying Dropkick 9,Flying Dropkick 7,Flying Body Press 9 P/A,Monkey Flip 6,N/A,N/A,SuperSet '87,13.9%,11.1,66.7%,6.039,0.0%,7.0%,5.8%,5.6%,16.7%,27.8%,10,12,2,5,SteveSimp,Regional Champion
SuperSet '87,Sheik Adnan Al-Kaissie,DC,OC/TT,DC,DC,OC,OC,OC,OC,DC,OC,DC,A,B,B,A,A,B,B,C,A,Reverse,A,Terrorist Backsplash,10,11 P/A,12 P/A,11,10,12,"[""2""","""7""]","[""7""","""12""]",3,1,Throw Out Of Ring (DQ),Terrorist Backsplash (S),P.l.o. Piledriver 8,Side Splash 5,Smash Into Turnbuckle 7,Standing Chokehold 6 (xx),Knee To Solar Plexus 7,Elbow Smash 8,Maul Outside Ring 10,Achille Lauro Leglock 9*,Ropes,Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),N/A,N/A,N/A,Kick To Chest 7,Shoulder Block 6,Powerslam 8,Claw 10*,N/A,SuperSet '87,5.6%,7.9,66.7%,5.324,2.2%,1.2%,3.8%,11.1%,58.3%,58.3%,2,7,7,12,AdnanAlK,Veteran
SuperSet '87,Koko B. Ware (NEEDS REVISIONS),OC,DC,OC/TT,OC,DC,OC,DC,OC,OC,OC,OC,A,B,A,C,B,A,A,B,Reverse,B,A,Birdbuster,12,9 P/A,10,10,11,9 P/A,"[""9""","""12""]","[""2""","""3""]",4,2,Ropes,Armdrag Take-down 6,Backroll Press 7,Parrot Piledriver 9,Arm Whip 6,Turnbuckle Smash 8,Side Headlock 7,Snap Mare 6,Birdbuster (S),Hip Roll 5 (xx),B'man Strut 6,Birdbuster (S),N/A,Slingshot 9,N/A,Leap Frog 5,Shoulder Block 6,Backdrop 7,Arm Whip 8,N/A,N/A,N/A,SuperSet '87,8.3%,9.1,66.7%,5.338,0.0%,1.9%,0.0%,3.7%,27.8%,8.3%,9,12,2,3,KBWare,Midcard
SuperSet '87,Koko B. Ware,OC,DC,OC/TT,OC,DC,OC,DC,OC,OC,OC,OC,A,B,A,C,B,A,A,B,Reverse,B,A,Birdbuster,12,9 P/A,10,10,11,9 P/A,"[""9""","""12""]","[""2""","""3""]",4,2,Ropes,Armdrag Take-down 6,Backroll Press 7,Parrot Piledriver 9,Arm Whip 6,Turnbuckle Smash 8,Side Headlock 7,Snap Mare 6,Birdbuster (S),Hip Roll 5 (xx),B'man Strut 10,Birdbuster (S),N/A,Slingshot 9,N/A,Leap Frog 5,Shoulder Block 6,Backdrop 7,Arm Whip 8,N/A,N/A,N/A,SuperSet '87,8.3%,9.1,66.7%,5.338,0.0%,1.9%,0.0%,3.7%,27.8%,8.3%,9,12,2,3,KBWare,Midcard
SuperSet '87,Tom Zenk,DC,DC,OC,OC,OC,OC/TT,OC,DC,DC,DC,DC,A,B,A,B,Reverse,A,A,A,C,B,B,Flying Body Press,9,10 P/A,10,10,9 P/A,10,"[""9""","""12""]","[""8""","""12""]",2,3,Ropes,Flying Headscissors 9 (xx),Leap Frog And Slam 5,Continuous Forearms 7,Extended Arm Twist 6,Flying Dropkick 7,American Arm Drag 8,Foreman's Carry 6,Standing Back Flip 5,Flying Body Press (S),Small Package 8 P/A,Small Package 8 P/A,N/A,N/A,Shoulder Slam 5,Flying Body Press (S),Dropkick 6,Dropkick 7,N/A,Reverse Cradle 8 P/A,N/A,Flying Body Press (S),SuperSet '87,16.7%,6.9,63.9%,5.056,0.0%,3.3%,0.0%,3.5%,27.8%,41.7%,9,12,8,12,TomZinc,Young Star
SuperSet '87,Leilani Kai,OC,DC,DC,OC/TT,OC,DC,OC,OC,DC,DC,OC,A,A,B,C,A,B,A,Reverse,B,B,B,Volcanic Smash,10,11,12 P/A,10 P/A,11,11,"[""2""","""6""]","[""2""","""5""]",1,2,Ropes,Bodyslam 6,Yank By Hair 6 (xx),Honolulu Smash 8,Slam Into Turnbuckle 7,Elbow Smash 6,Dropkicks 7,Hawaiian Hammer 8,Throw Out Of Ring (DQ),Volcanic Smash (S),Choke On Ropes 4,Backdrop 8,Volcanic Smash (S),N/A,N/A,Hawaiian Hammer 8,Hawaiian Hammer 7,Dropkick 6,N/A,N/A,Volcanic Smash (S),Backdrop 6,SuperSet '87,11.1%,5.2,55.6%,4.492,4.6%,1.1%,0.0%,4.6%,41.7%,27.8%,2,6,2,5,LeLaKai,Women
SuperSet '87,Sherri Martel,DC,OC,OC,OC/TT,OC,OC,DC,DC,DC,DC,DC,B,B,A,A,B,B,B,A,A,C,Reverse,Foreign Objects,15 P/A,12 P/A,11,13,14,13,"[""2""","""6""]","[""7""","""12""]",1,2,Throw Out Of Ring (DQ),Spit On Foe 4,Foreign Objects (S),Rake Eyes With Fingernails 7,Arm Bar 5 (xx),Elbow Drop 6,Stomp On Head 8,Small Package 5 P/A,Whip With Leather Belt 9,Yank Hair 8,Ropes,Small Package 5 P/A,N/A,Bodyblock 8,N/A,Slingshot 7,N/A,Bodyblock 6,N/A,Elbow Smash 8,Foreign Objects (S),N/A,SuperSet '87,11.1%,5.1,55.6%,4.319,1.5%,7.8%,0.0%,7.7%,41.7%,58.3%,2,6,7,12,SherriM,Women
SuperSet '87,Fabulous Moolah,DC,DC,DC,DC,DC,OC/TT,OC,OC,OC,OC,DC,B,A,A,C,A,A,B,A,B,Reverse,B,Money Roll,9,10 P/A,11,11,10,9 P/A,"[""2""","""4""]","[""2""","""6""]",1,3,Ropes,Use Foreign Object 9,Money Roll (S),Leg Dive Take-down 7,Yank By Hair 6,Eye Gouge 7 (xx),Chinlock 5,Kick To Breast 8,Bite Forehead 6,Fabulous Fingerlock 10*,Dollar Krunch 11 P/A,N/A,Backdrop 5,Money Roll (S),N/A,Kick To Chest 7,Shoulder Block 8,N/A,N/A,Elbow Smash 6,N/A,Throw Out Of Ring (DQ),SuperSet '87,16.7%,5.7,55.6%,4.772,0.0%,3.1%,3.1%,9.3%,16.7%,41.7%,2,4,2,6,FabMoo,Women
SuperSet '87,Wendi Richter,OC,OC/TT,OC,DC,DC,OC,OC,DC,OC,DC,DC,A,B,C,Reverse,A,A,B,A,B,A,B,Lone Star Sleeper,8,9*,10,9,9,8,"[""2""","""5""]","[""10""","""12""]",1,1,Ropes,Yank By Hair 5 (xx),Cowgirl Crunch 9*,Bodyslam 7,Forearm To Head 5,Dropkicks 7,Full Nelson 8,Scissorlock 6,Lone Star Sleeper (S),Longhorn Piledriver 10 P/A,Throw Out Of Ring (DQ),Throw Out Of Ring (DQ),N/A,N/A,Backdrop 5,Dropkicks 7,Full Nelson 8,Scissorlock 6,N/A,N/A,Lone Star Sleeper (S),N/A,SuperSet '87,5.6%,5.5,55.6%,4.671,1.6%,3.1%,5.4%,3.1%,27.8%,16.7%,2,5,10,12,WendRit,Women
SuperSet '87,Misty Blue,DC,OC,DC,OC/TT,OC,OC,DC,DC,OC,DC,DC,B,Reverse,C,A,A,A,A,A,B,B,B,Patriotic Piledriver,9,10,11,8,9 P/A,9 P/A,"[""9""","""12""]","[""2""","""5""]",1,2,Ropes,Yank By Hair 8,Blue Bodyslam 9 P/A,Turnbuckle Smash 5 (xx),Elbow Smash 6,Continuous Forearms 7,Foot To Chest 8,Dropkick 5,Patriotic Piledriver (S),Wrap In American Flag 10,Kneedrop Off Rope 9,N/A,Blue Bodyslam 10,Throw Out Of Ring (DQ),Dropkick 5,Elbow Smash 7,N/A,Shoudler Block 6,N/A,Blue Bodyslam 10,N/A,Sleeper 9*,SuperSet '87,11.1%,5.7,55.6%,4.795,0.1%,6.2%,0.0%,6.2%,27.8%,27.8%,9,12,2,5,MBSimmes,Women
SuperSet '87,Chris Champion,DC,OC,DC,OC,OC,OC/TT,OC,DC,DC,OC,OC,A,C,B,A,B,B,A,B,Reverse,A,A,Funky Suplex,12,14 P/A,13,10,11 P/A,12,"[""2""","""5""]","[""8""","""12""]",4,3,Ropes,Throw Into Ring Monitor (DQ),Funky Suplex (S),Hair Pull 5 (xx),Trendy Bodyslam 9,Forearm Chop 7,Chinlock 6,Double Fist To Gut 7,Leg Scissors 8,Butt With Punky Head 9,Kneedrop Off Top Rope 10 P/A,Backdrop 8,Flying Lariat 9 P/A,Elbow Smash 8,N/A,N/A,Shoulder Block 7,N/A,N/A,Slingshot 10,N/A,Toss Thru Ropes (DQ),SuperSet '87,16.7%,9.4,69.4%,5.561,3.9%,4.0%,0.0%,7.7%,27.8%,41.7%,2,5,8,12,ChrChamp,Midcard
SuperSet '87,Hacksaw Duggan,OC,DC,DC,OC/TT,OC,OC,OC,OC,DC,DC,DC,B,A,B,Reverse,A,A,C,B,B,A,A,"Whack With 2""x4""",9,10 P/A,10,11 P/A,8,12,"[""2""","""3""]","[""8""","""12""]",5,2,Ropes,Pledge Of Allegiance 4,Elbow Smash 7,Wild Haymaker 9,Overhead Smash 8,Headlock 6 (xx),Power Slam 9,Turnbuckle Smash 7,"Whack With 2""x4"" (S)",Usa Suplex 10 P/A,Throw Out Of Ring (DQ),N/A,N/A,"Whack With 2""x4"" (S)",Bodyblock 6,N/A,Shoulder Slam 7,Haymaker 9,"Whack With 2""x4"" (S)",N/A,Throw Out Of Ring (DQ),"Whack With 2""x4"" (S)",SuperSet '87,11.1%,11.0,69.4%,5.918,2.0%,5.9%,0.0%,11.6%,8.3%,41.7%,2,3,8,12,JimDug,Regional Champion
